Mag_AB	SNR	zodi	Filt	time
  20.60   15.0  1.4  F129         10
  20.60   15.0  1.4  F158         10
  20.60   15.0  1.4  F184         19
  20.60   15.0  1.4  F146         10
  20.60   15.0  1.4  F213         19
  20.60   15.0  2.0  F062         10
  20.60   15.0  2.0  F087         10
  20.60   15.0  2.0  F106         10
  20.60   15.0  2.0  F129         10
  20.60   15.0  2.0  F158         10
  20.60   15.0  2.0  F184         19
  20.60   15.0  2.0  F146         10
  20.60   15.0  2.0  F213         19
  20.60   15.0  3.0  F062         10
  20.60   15.0  3.0  F087         10
  20.60   15.0  3.0  F106         10
  20.60   15.0  3.0  F129         10
  20.60   15.0  3.0  F158         10
  20.60   15.0  3.0  F184         19
  20.60   15.0  3.0  F146         10
  20.60   15.0  3.0  F213         19
  20.60   20.0  1.4  F062         10
  20.60   20.0  1.4  F087         19
  20.60   20.0  1.4  F106         19
  20.60   20.0  1.4  F129         19
  20.60   20.0  1.4  F158         19
  20.60   20.0  1.4  F184         28
  20.60   20.0  1.4  F146         10
  20.60   20.0  1.4  F213         28
  20.60   20.0  2.0  F062         10
  20.60   20.0  2.0  F087         19
  20.60   20.0  2.0  F106         19
  20.60   20.0  2.0  F129         19
  20.60   20.0  2.0  F158         19
  20.60   20.0  2.0  F184         28
  20.60   20.0  2.0  F146         10
  20.60   20.0  2.0  F213         28
  20.60   20.0  3.0  F062         10
  20.60   20.0  3.0  F087         19
  20.60   20.0  3.0  F106         19
  20.60   20.0  3.0  F129         19
  20.60   20.0  3.0  F158         19
  20.60   20.0  3.0  F184         28
  20.60   20.0  3.0  F146         10
  20.60   20.0  3.0  F213         28
  20.60   50.0  1.4  F062         28
  20.60   50.0  1.4  F087         37
  20.60   50.0  1.4  F106         37
  20.60   50.0  1.4  F129         37
  20.60   50.0  1.4  F158         37
  20.60   50.0  1.4  F184         55
  20.60   50.0  1.4  F146         19
  20.60   50.0  1.4  F213        110
  20.60   50.0  2.0  F062         28
  20.60   50.0  2.0  F087         37
  20.60   50.0  2.0  F106         37
  20.60   50.0  2.0  F129         37
  20.60   50.0  2.0  F158         37
  20.60   50.0  2.0  F184         55
  20.60   50.0  2.0  F146         19
  20.60   50.0  2.0  F213        110
  20.60   50.0  3.0  F062         28
  20.60   50.0  3.0  F087         37
  20.60   50.0  3.0  F106         37
  20.60   50.0  3.0  F129         37
  20.60   50.0  3.0  F158         37
  20.60   50.0  3.0  F184         55
  20.60   50.0  3.0  F146         19
  20.60   50.0  3.0  F213        110
  20.70    5.0  1.4  F062         10
  20.70    5.0  1.4  F087         10
  20.70    5.0  1.4  F106         10
  20.70    5.0  1.4  F129         10
  20.70    5.0  1.4  F158         10
  20.70    5.0  1.4  F184         10
  20.70    5.0  1.4  F146         10
  20.70    5.0  1.4  F213         10
  20.70    5.0  2.0  F062         10
  20.70    5.0  2.0  F087         10
  20.70    5.0  2.0  F106         10
  20.70    5.0  2.0  F129         10
  20.70    5.0  2.0  F158         10
  20.70    5.0  2.0  F184         10
  20.70    5.0  2.0  F146         10
  20.70    5.0  2.0  F213         10
  20.70    5.0  3.0  F062         10
  20.70    5.0  3.0  F087         10
  20.70    5.0  3.0  F106         10
  20.70    5.0  3.0  F129         10
  20.70    5.0  3.0  F158         10
  20.70    5.0  3.0  F184         10
  20.70    5.0  3.0  F146         10
  20.70    5.0  3.0  F213         10
  20.70   10.0  1.4  F062         10
  20.70   10.0  1.4  F087         10
  20.70   10.0  1.4  F106         10
  20.70   10.0  1.4  F129         10
  20.70   10.0  1.4  F158         10
  20.70   10.0  1.4  F184         19
  20.70   10.0  1.4  F146         10
  20.70   10.0  1.4  F213         19
  20.70   10.0  2.0  F062         10
  20.70   10.0  2.0  F087         10
  20.70   10.0  2.0  F106         10
  20.70   10.0  2.0  F129         10
  20.70   10.0  2.0  F158         10
  20.70   10.0  2.0  F184         19
  20.70   10.0  2.0  F146         10
  20.70   10.0  2.0  F213         19
  20.70   10.0  3.0  F062         10
  20.70   10.0  3.0  F087         10
  20.70   10.0  3.0  F106         10
  20.70   10.0  3.0  F129         10
  20.70   10.0  3.0  F158         10
  20.70   10.0  3.0  F184         19
  20.70   10.0  3.0  F146         10
  20.70   10.0  3.0  F213         19
  20.70   15.0  1.4  F062         10
  20.70   15.0  1.4  F087         19
  20.70   15.0  1.4  F106         19
  20.70   15.0  1.4  F129         19
  20.70   15.0  1.4  F158         19
  20.70   15.0  1.4  F184         19
  20.70   15.0  1.4  F146         10
  20.70   15.0  1.4  F213         28
  20.70   15.0  2.0  F062         10
  20.70   15.0  2.0  F087         19
  20.70   15.0  2.0  F106         19
  20.70   15.0  2.0  F129         19
  20.70   15.0  2.0  F158         19
  20.70   15.0  2.0  F184         19
  20.70   15.0  2.0  F146         10
  20.70   15.0  2.0  F213         28
  20.70   15.0  3.0  F062         10
  20.70   15.0  3.0  F087         19
  20.70   15.0  3.0  F106         19
  20.70   15.0  3.0  F129         19
  20.70   15.0  3.0  F158         19
  20.70   15.0  3.0  F184         19
  20.70   15.0  3.0  F146         10
  20.70   15.0  3.0  F213         28
  20.70   20.0  1.4  F062         19
  20.70   20.0  1.4  F087         19
  20.70   20.0  1.4  F106         19
  20.70   20.0  1.4  F129         19
  20.70   20.0  1.4  F158         19
  20.70   20.0  1.4  F184         28
  20.70   20.0  1.4  F146         10
  20.70   20.0  1.4  F213         37
  20.70   20.0  2.0  F062         19
  20.70   20.0  2.0  F087         19
  20.70   20.0  2.0  F106         19
  20.70   20.0  2.0  F129         19
  20.70   20.0  2.0  F158         19
  20.70   20.0  2.0  F184         28
  20.70   20.0  2.0  F146         10
  20.70   20.0  2.0  F213         37
  20.70   20.0  3.0  F062         19
  20.70   20.0  3.0  F087         19
  20.70   20.0  3.0  F106         19
  20.70   20.0  3.0  F129         19
  20.70   20.0  3.0  F158         19
  20.70   20.0  3.0  F184         28
  20.70   20.0  3.0  F146         10
  20.70   20.0  3.0  F213         37
  20.70   50.0  1.4  F062         37
  20.70   50.0  1.4  F087         46
  20.70   50.0  1.4  F106         37
  20.70   50.0  1.4  F129         37
  20.70   50.0  1.4  F158         37
  20.70   50.0  1.4  F184         55
  20.70   50.0  1.4  F146         19
  20.70   50.0  1.4  F213        119
  20.70   50.0  2.0  F062         37
  20.70   50.0  2.0  F087         46
  20.70   50.0  2.0  F106         37
  20.70   50.0  2.0  F129         46
  20.70   50.0  2.0  F158         37
  20.70   50.0  2.0  F184         64
  20.70   50.0  2.0  F146         19
  20.70   50.0  2.0  F213        128
  20.70   50.0  3.0  F062         37
  20.70   50.0  3.0  F087         46
  20.70   50.0  3.0  F106         46
  20.70   50.0  3.0  F129         46
  20.70   50.0  3.0  F158         46
  20.70   50.0  3.0  F184         64
  20.70   50.0  3.0  F146         19
  20.70   50.0  3.0  F213        128
  20.80    5.0  1.4  F062         10
  20.80    5.0  1.4  F087         10
  20.80    5.0  1.4  F106         10
  20.80    5.0  1.4  F129         10
  20.80    5.0  1.4  F158         10
  20.80    5.0  1.4  F184         10
  20.80    5.0  1.4  F146         10
  20.80    5.0  1.4  F213         10
  20.80    5.0  2.0  F062         10
  20.80    5.0  2.0  F087         10
  20.80    5.0  2.0  F106         10
  20.80    5.0  2.0  F129         10
  20.80    5.0  2.0  F158         10
  20.80    5.0  2.0  F184         10
  20.80    5.0  2.0  F146         10
  20.80    5.0  2.0  F213         10
  20.80    5.0  3.0  F062         10
  20.80    5.0  3.0  F087         10
  20.80    5.0  3.0  F106         10
  20.80    5.0  3.0  F129         10
  20.80    5.0  3.0  F158         10
  20.80    5.0  3.0  F184         10
  20.80    5.0  3.0  F146         10
  20.80    5.0  3.0  F213         10
  20.80   10.0  1.4  F062         10
  20.80   10.0  1.4  F087         10
  20.80   10.0  1.4  F106         10
  20.80   10.0  1.4  F129         10
  20.80   10.0  1.4  F158         10
  20.80   10.0  1.4  F184         19
  20.80   10.0  1.4  F146         10
  20.80   10.0  1.4  F213         19
  20.80   10.0  2.0  F062         10
  20.80   10.0  2.0  F087         10
  20.80   10.0  2.0  F106         10
  20.80   10.0  2.0  F129         10
  20.80   10.0  2.0  F158         10
  20.80   10.0  2.0  F184         19
  20.80   10.0  2.0  F146         10
  20.80   10.0  2.0  F213         19
  20.80   10.0  3.0  F062         10
  20.80   10.0  3.0  F087         10
  20.80   10.0  3.0  F106         10
  20.80   10.0  3.0  F129         10
  20.80   10.0  3.0  F158         10
  20.80   10.0  3.0  F184         19
  20.80   10.0  3.0  F146         10
  20.80   10.0  3.0  F213         19
  20.80   15.0  1.4  F062         10
  20.80   15.0  1.4  F087         19
  20.80   15.0  1.4  F106         19
  20.80   15.0  1.4  F129         19
  20.80   15.0  1.4  F158         19
  20.80   15.0  1.4  F184         19
  20.80   15.0  1.4  F146         10
  20.80   15.0  1.4  F213         28
  20.80   15.0  2.0  F062         10
  20.80   15.0  2.0  F087         19
  20.80   15.0  2.0  F106         19
  20.80   15.0  2.0  F129         19
  20.80   15.0  2.0  F158         19
  20.80   15.0  2.0  F184         19
  20.80   15.0  2.0  F146         10
  20.80   15.0  2.0  F213         28
  20.80   15.0  3.0  F062         10
  20.80   15.0  3.0  F087         19
  20.80   15.0  3.0  F106         19
  20.80   15.0  3.0  F129         19
  20.80   15.0  3.0  F158         19
  20.80   15.0  3.0  F184         19
  20.80   15.0  3.0  F146         10
  20.80   15.0  3.0  F213         28
  20.80   20.0  1.4  F062         19
  20.80   20.0  1.4  F087         19
  20.80   20.0  1.4  F106         19
  20.80   20.0  1.4  F129         19
  20.80   20.0  1.4  F158         19
  20.80   20.0  1.4  F184         28
  20.80   20.0  1.4  F146         10
  20.80   20.0  1.4  F213         37
  20.80   20.0  2.0  F062         19
  20.80   20.0  2.0  F087         19
  20.80   20.0  2.0  F106         19
  20.80   20.0  2.0  F129         19
  20.80   20.0  2.0  F158         19
  20.80   20.0  2.0  F184         28
  20.80   20.0  2.0  F146         10
  20.80   20.0  2.0  F213         37
  20.80   20.0  3.0  F062         19
  20.80   20.0  3.0  F087         19
  20.80   20.0  3.0  F106         19
  20.80   20.0  3.0  F129         19
  20.80   20.0  3.0  F158         19
  20.80   20.0  3.0  F184         28
  20.80   20.0  3.0  F146         10
  20.80   20.0  3.0  F213         37
  20.80   50.0  1.4  F062         37
  20.80   50.0  1.4  F087         46
  20.80   50.0  1.4  F106         46
  20.80   50.0  1.4  F129         46
  20.80   50.0  1.4  F158         46
  20.80   50.0  1.4  F184         64
  20.80   50.0  1.4  F146         19
  20.80   50.0  1.4  F213        146
  20.80   50.0  2.0  F062         37
  20.80   50.0  2.0  F087         46
  20.80   50.0  2.0  F106         46
  20.80   50.0  2.0  F129         46
  20.80   50.0  2.0  F158         46
  20.80   50.0  2.0  F184         64
  20.80   50.0  2.0  F146         19
  20.80   50.0  2.0  F213        146
  20.80   50.0  3.0  F062         37
  20.80   50.0  3.0  F087         46
  20.80   50.0  3.0  F106         46
  20.80   50.0  3.0  F129         46
  20.80   50.0  3.0  F158         46
  20.80   50.0  3.0  F184         64
  20.80   50.0  3.0  F146         19
  20.80   50.0  3.0  F213        146
  20.90    5.0  1.4  F062         10
  20.90    5.0  1.4  F087         10
  20.90    5.0  1.4  F106         10
  20.90    5.0  1.4  F129         10
  20.90    5.0  1.4  F158         10
  20.90    5.0  1.4  F184         10
  20.90    5.0  1.4  F146         10
  20.90    5.0  1.4  F213         10
  20.90    5.0  2.0  F062         10
  20.90    5.0  2.0  F087         10
  20.90    5.0  2.0  F106         10
  20.90    5.0  2.0  F129         10
  20.90    5.0  2.0  F158         10
  20.90    5.0  2.0  F184         10
  20.90    5.0  2.0  F146         10
  20.90    5.0  2.0  F213         10
  20.90    5.0  3.0  F062         10
  20.90    5.0  3.0  F087         10
  20.90    5.0  3.0  F106         10
  20.90    5.0  3.0  F129         10
  20.90    5.0  3.0  F158         10
  20.90    5.0  3.0  F184         10
  20.90    5.0  3.0  F146         10
  20.90    5.0  3.0  F213         10
  20.90   10.0  1.4  F062         10
  20.90   10.0  1.4  F087         10
  20.90   10.0  1.4  F106         10
  20.90   10.0  1.4  F129         10
  20.90   10.0  1.4  F158         10
  20.90   10.0  1.4  F184         19
  20.90   10.0  1.4  F146         10
  20.90   10.0  1.4  F213         19
  20.90   10.0  2.0  F062         10
  20.90   10.0  2.0  F087         10
  20.90   10.0  2.0  F106         10
  20.90   10.0  2.0  F129         10
  20.90   10.0  2.0  F158         10
  20.90   10.0  2.0  F184         19
  20.90   10.0  2.0  F146         10
  20.90   10.0  2.0  F213         19
  20.90   10.0  3.0  F062         10
  20.90   10.0  3.0  F087         10
  20.90   10.0  3.0  F106         10
  20.90   10.0  3.0  F129         10
  20.90   10.0  3.0  F158         10
  20.90   10.0  3.0  F184         19
  20.90   10.0  3.0  F146         10
  20.90   10.0  3.0  F213         19
  20.90   15.0  1.4  F062         10
  20.90   15.0  1.4  F087         19
  20.90   15.0  1.4  F106         19
  20.90   15.0  1.4  F129         19
  20.90   15.0  1.4  F158         19
  20.90   15.0  1.4  F184         28
  20.90   15.0  1.4  F146         10
  20.90   15.0  1.4  F213         28
  20.90   15.0  2.0  F062         10
  20.90   15.0  2.0  F087         19
  20.90   15.0  2.0  F106         19
  20.90   15.0  2.0  F129         19
  20.90   15.0  2.0  F158         19
  20.90   15.0  2.0  F184         28
  20.90   15.0  2.0  F146         10
  20.90   15.0  2.0  F213         28
  20.90   15.0  3.0  F062         10
  20.90   15.0  3.0  F087         19
  20.90   15.0  3.0  F106         19
  20.90   15.0  3.0  F129         19
  20.90   15.0  3.0  F158         19
  20.90   15.0  3.0  F184         28
  20.90   15.0  3.0  F146         10
  20.90   15.0  3.0  F213         28
  20.90   20.0  1.4  F062         19
  20.90   20.0  1.4  F087         19
  20.90   20.0  1.4  F106         19
  20.90   20.0  1.4  F129         19
  20.90   20.0  1.4  F158         19
  20.90   20.0  1.4  F184         28
  20.90   20.0  1.4  F146         10
  20.90   20.0  1.4  F213         37
  20.90   20.0  2.0  F062         19
  20.90   20.0  2.0  F087         19
  20.90   20.0  2.0  F106         19
  20.90   20.0  2.0  F129         19
  20.90   20.0  2.0  F158         19
  20.90   20.0  2.0  F184         28
  20.90   20.0  2.0  F146         10
  20.90   20.0  2.0  F213         37
  20.90   20.0  3.0  F062         19
  20.90   20.0  3.0  F087         19
  20.90   20.0  3.0  F106         19
  20.90   20.0  3.0  F129         19
  20.90   20.0  3.0  F158         19
  20.90   20.0  3.0  F184         28
  20.90   20.0  3.0  F146         10
  20.90   20.0  3.0  F213         37
  20.90   50.0  1.4  F062         37
  20.90   50.0  1.4  F087         46
  20.90   50.0  1.4  F106         46
  20.90   50.0  1.4  F129         46
  20.90   50.0  1.4  F158         46
  20.90   50.0  1.4  F184         73
  20.90   50.0  1.4  F146         19
  20.90   50.0  1.4  F213        165
  20.90   50.0  2.0  F062         37
  20.90   50.0  2.0  F087         46
  20.90   50.0  2.0  F106         46
  20.90   50.0  2.0  F129         46
  20.90   50.0  2.0  F158         46
  20.90   50.0  2.0  F184         73
  20.90   50.0  2.0  F146         19
  20.90   50.0  2.0  F213        174
  20.90   50.0  3.0  F062         37
  20.90   50.0  3.0  F087         55
  20.90   50.0  3.0  F106         46
  20.90   50.0  3.0  F129         46
  20.90   50.0  3.0  F158         46
  20.90   50.0  3.0  F184         73
  20.90   50.0  3.0  F146         19
  20.90   50.0  3.0  F213        174
  21.00    5.0  1.4  F062         10
  21.00    5.0  1.4  F087         10
  21.00    5.0  1.4  F106         10
  21.00    5.0  1.4  F129         10
  21.00    5.0  1.4  F158         10
  21.00    5.0  1.4  F184         10
  21.00    5.0  1.4  F146         10
  21.00    5.0  1.4  F213         10
  21.00    5.0  2.0  F062         10
  21.00    5.0  2.0  F087         10
  21.00    5.0  2.0  F106         10
  21.00    5.0  2.0  F129         10
  21.00    5.0  2.0  F158         10
  21.00    5.0  2.0  F184         10
  21.00    5.0  2.0  F146         10
  21.00    5.0  2.0  F213         10
